,file_name,case_name,docket_number,Argued,Decided,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,advocate_ID_0,advocate_0,advocate_description_0,advocate_ID_1,advocate_1,advocate_description_1,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,advocate_ID_2,advocate_2,advocate_description_2,Granted,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,Reargued,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,advocate_ID_3,advocate_3,advocate_description_3,advocate_ID_4,advocate_4,advocate_description_4,charles_e_whittaker,advocate_ID_5,advocate_5,advocate_description_5,advocate_ID_6,advocate_6,advocate_description_6,advocate_ID_7,advocate_7,advocate_description_7,advocate_ID_8,advocate_8,advocate_description_8,advocate_ID_9,advocate_9,advocate_description_9,elena_kagan,neil_gorsuch,brett_m_kavanaugh,advocate_ID_10,advocate_10,advocate_description_10,Restored to the calendar and set for reargument,"Revoked order of June 23, 1975",advocate_ID_11,advocate_11,advocate_description_11,advocate_ID_12,advocate_12,advocate_description_12,advocate_ID_13,advocate_13,advocate_description_13,advocate_ID_14,advocate_14,advocate_description_14,advocate_ID_15,advocate_15,advocate_description_15,Question certified to the Supreme Court of Florida,Question certified,Juris Postponed
0,1962.368,"Retail Clerks International Association, Local 1625, AFL-CIO v. Schermerhorn",368,-211658400.0,-207687600.0,"Retail Clerks International Association, Local 1625, AFL-CIO",Petitioner,Schermerhorn,Respondent,"Retail Clerks International Association, Local 1625, AFL-CIO",majority opinion,8.0,0.0,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1973.72-1154,"Foley v. Blair & Company, Inc.",72-1154,121932000.0,123919200.0,Foley,Petitioner,"Blair & Company, Inc.",Respondent,Foley,per curiam,9.0,0.0,,,majority,majority,majority,majority,,,,majority,majority,majority,majority,,,,35038.0,leo_h_raines,for the petitioners,27658.0,harvey_r_miller,for respondents,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2012.11-1425,Missouri v. McNeely,11-1425,1357711200.0,1366174800.0,Missouri,Petitioner,Tyler G. McNeely,Respondent,McNeely,plurality opinion,5.0,4.0,,,,,,,,,,,,,,,,majority,31302.0,john_n_koester_jr,for the petitioner,37291.0,nicole_saharsky,"Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the petitioner",majority,,minority,majority,minority,42008.0,steven_r_shapiro,for the respondent,1348549200.0,minority,minority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1999.98-9537,Sims v. Apfel,98-9537,954223200.0,960181200.0,Sims,Petitioner,Apfel,Respondent,Sims,majority opinion,5.0,4.0,,,,,,,,,,,,,minority,majority,majority,minority,41064.0,sarah_h_bohr,Argued the cause for the petitioner,36722.0,malcolm_l_stewart,Argued the cause for the respondent,minority,majority,majority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1986.85-998,United States v. Dunn,85-998,538120800.0,541749600.0,United States,Petitioner,Ronald Dale Dunn,Respondent,United States,majority opinion,7.0,2.0,,,,,minority,majority,,,,minority,majority,majority,majority,majority,majority,majority,39134.0,roy_t_englert,on behalf of the Petitioner,34335.0,louis_dugas_jr,on behalf of the Respondent,,,,,,,,,519886800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1998.97-1642,"Department of the Army v. Blue Fox, Inc.",97-1642,912492000.0,916812000.0,Department of the Army,Petitioner,"Blue Fox, Inc.",Respondent,Department of the Army,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,43331.0,thomas_f_spaulding,Argued the cause for the respondent,31508.0,jeffrey_a_lamken,Argued the cause for the petitioner,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.87-1168,Commissioner of Internal Revenue v. Clark,87-1168,594885600.0,606549600.0,Commissioner of Internal Revenue,Petitioner,Clark,Respondent,,majority opinion,8.0,1.0,,,,,majority,minority,,,,majority,majority,,majority,majority,majority,majority,46100.0,walter_b_slocombe,on behalf of the Respondent,16154.0,alan_i_horowitz,on behalf of the Petitioner,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.94-5707,Wilson v. Arkansas,94-5707,796370400.0,801118800.0,Wilson,Petitioner,Arkansas,Respondent,Wilson,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,29280.0,j_winston_bryant,Argued the cause for the respondent,30855.0,john_wesley_hall_jr,Argued the cause for the petitioner,majority,majority,majority,majority,majority,35719.0,michael_r_dreeben,"On behalf of the United States, as amicus curiae, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1995.95-668,"Auciello Iron Works, Inc. v. National Labor Relations Board",95-668,830149200.0,833778000.0,"Auciello Iron Works, Inc.",Petitioner,National Labor Relations Board,Respondent,,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,40548.0,richard_h_seamon,"Department of Justice, argued the cause for the respondent",32267.0,john_d_oreilly_iii,Argued the cause for the petitioner,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1975.74-1033,Dann v. Johnston,74-1033,187336800.0,197100000.0,Dann,Petitioner,Johnston,Respondent,Dann,majority opinion,7.0,0.0,,,,majority,majority,majority,,,,majority,none,majority,majority,none,,,28026.0,howard_e_shapiro,for petitioner,36084.0,morton_c_jacobs,for respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1996.95-1352,Edwards v. Balisok,95-1352,847864800.0,864018000.0,Edwards et al.,Petitioner,Balisok,Respondent,Edwards et al.,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,33923.0,kathleen_d_mix,Argued the cause for the petitioners,43236.0,thomas_h_speedy_rice,Argued the cause for the respondent,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1989.88-1872,Rutan v. Republican Party of Illinois,88-1872,632469600.0,645944400.0,Rutan,Petitioner,Republican Party of Illinois,Respondent,Rutan,majority opinion,5.0,4.0,,,,,majority,majority,,,,majority,majority,,minority,majority,minority,minority,43347.0,thomas_p_sullivan,Argued the cause for the respondents in No. 88-1872 and the petitioners in No. 88-2074,36188.0,mary_lee_leahy,Argued the cause for the petitioners in No. 88-1872 and the respondents in No. 88-2074,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1991.91-594,American National Red Cross v. S.G.,91-594,699602400.0,708930000.0,American National Red Cross,Petitioner,S.G.,Respondent,American National Red Cross,majority opinion,5.0,4.0,,,,,,majority,,,,,majority,,minority,majority,minority,minority,39134.0,roy_t_englert,Argued the cause for the petitioner,39975.0,ronald_j_mann,Argued the cause for the Unites States as amicus curiae urging reversal,minority,majority,majority,,,33326.0,j_gilbert_upton,on behalf of the Respondents,,,,,,,,,,,,26222.0,gilbert_upton,Argued the cause for the respondents,39136.0,roy_t_englert_jr,for petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.85-202,"Offshore Logistics, Inc. v. Tallentire",85-202,509608800.0,519886800.0,"Offshore Logistics, Inc.",Petitioner,Tallentire,Respondent,"Offshore Logistics, Inc.",majority opinion,5.0,4.0,,,,,minority,majority,,,,minority,majority,minority,majority,minority,majority,,19122.0,charles_hanemann,on behalf of the Respondents,33866.0,keith_a_jones,on behalf of the Petitioners,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1974.74-70,Goldfarb v. Virginia State Bar,74-70,164955600.0,172126800.0,Goldfarb,Petitioner,Virginia State Bar,Respondent,Goldfarb,majority opinion,8.0,0.0,,,majority,majority,majority,majority,,,,majority,majority,none,majority,,,,16500.0,alan_b_morrison,for petitioners,34192.0,lewis_t_booker,for respondent Fairfax County Bar Ass'n,,,,,,16592.0,andrew_p_miller,for respondent Va,,,,majority,,,,,,,,38778.0,robert_h_bork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.82-91,Immigration and Naturalization Service v. Phinpathya,82-91,434005200.0,442562400.0,Immigration and Naturalization Service,Petitioner,Padungsri Phinpathya,Respondent,Immigration and Naturalization Service,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,23151.0,elliott_schulder,on behalf of the Petitioner,17644.0,bert_d_greenberg,on behalf of the Respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1969.44,National Labor Relations Board v. Raytheon Company,440,4860000.0,11854800.0,National Labor Relations Board,Petitioner,Raytheon Company,Respondent,National Labor Relations Board,majority opinion,8.0,0.0,majority,majority,majority,majority,majority,majority,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2010.09-350,"Los Angeles County, CA v. Humphries",09-350,1286254800.0,1291096800.0,"Los Angeles County, CA",Petitioner,Craig Arthur Humphries et al.,Respondent,"Los Angeles County, CA",majority opinion,8.0,0.0,,,,,,,,,,,,,,,,majority,42553.0,timothy_t_coates,for the petitioner,16723.0,andrew_j_pincus,for the respondents,majority,,majority,majority,majority,,,,1266818400.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.92-1911,PUD No. 1 of Jefferson County v. Washington Department of Ecology,92-1911,761983200.0,770360400.0,PUD No. 1 Of Jefferson County et al.,Petitioner,Washington Department Of Ecology et al.,Respondent,,majority opinion,7.0,2.0,,,,,,,,,,,majority,,majority,majority,majority,minority,28026.0,howard_e_shapiro,on behalf of the Petitioners,18978.0,christine_o_gregoire,on behalf of the Respondents,majority,majority,minority,majority,,35240.0,lawrence_g_wallace,"on behalf of the United States, as amicus curiae, supporting the Respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2013.13-301,United States v. Clarke,13-301,1398229200.0,1403154000.0,United States,Petitioner,"Michael Clarke, et al.",Respondent,United States,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,majority,41442.0,sarah_e_harrington,"for the petitioner, Assistant to the Solicitor General, Department of Justice",62846.0,edward_a_marod,for the respondents,majority,,majority,majority,majority,,,,1389333600.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1972.71-1545,"Butz v. Glover Livestock Commission Company, Inc.",71-1545,99640800.0,102146400.0,Butz,Petitioner,"Glover Livestock Commission Company, Inc.",Respondent,Butz,majority opinion,7.0,2.0,,,minority,minority,majority,majority,,,,majority,majority,majority,majority,,,,33866.0,keith_a_jones,for petitioners,39168.0,r_a_eilbott_jr,for respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1975.74-521,"Kleppe v. Delta Mining, Inc.",74-521,181803600.0,191484000.0,Kleppe,Petitioner,"Delta Mining, Inc.",Respondent,Kleppe,majority opinion,8.0,0.0,,,,majority,majority,majority,,,,majority,majority,majority,majority,none,,,31221.0,john_l_kilcullen,for the National Independent Coal Operator's Assn. and others,23657.0,fred_blackwell,"for Delta Mining, Inc., and others",,,,,,16855.0,a_raymond_randolph_jr,for the Secretary of the Interior and others,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.94-749,"Hurley v. Irish-American Gay, Lesbian and Bisexual Group of Boston, Inc.",94-749,798786000.0,803538000.0,Hurley,Petitioner,"Irish-American Gay, Lesbian and Bisexual Group of Boston, Inc.",Respondent,Hurley,majority opinion,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,18778.0,chester_darling,Argued the cause for the petitioners,33466.0,john_ward,Argued the cause for the respondents,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.3,Albertson v. Subversive Activities Control Board,3,-132692400.0,-130269600.0,"William Albertson, Roscoe Quincy Proctor",Petitioner,Subversive Activities Control Board,Respondent,Albertson,majority opinion,8.0,0.0,majority,majority,majority,majority,majority,none,majority,majority,majority,,,,,,,,28815.0,john_j_abt,for the petitioners,33912.0,kevin_t_maroney,for the respondent,,,,,,,,,-145998000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.53,Ker v. California,53,-222717600.0,-207082800.0,Ker,Petitioner,California,Respondent,,majority opinion,9.0,0.0,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.658,Schmerber v. California,658,-116362800.0,-111524400.0,Schmerber,Petitioner,California,Respondent,,majority opinion,5.0,4.0,majority,minority,minority,majority,majority,majority,minority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.87-1815,Kentucky Department of Corrections v. Thompson,87-1815,601106400.0,611211600.0,Kentucky Department of Corrections,Petitioner,Thompson,Respondent,Kentucky Department of Corrections,majority opinion,6.0,3.0,,,,,minority,majority,,,,minority,majority,,majority,minority,majority,majority,30126.0,joseph_s_elder_ii,on behalf of the Respondents,17756.0,barbara_a_jones,on behalf of the Petitioners,majority,,,,,17754.0,barbara_willett_jones,on behalf of the petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1992.91-767,Republic Nat'l Bank of Miami v. United States,91-767,718261200.0,724312800.0,Republic Nat'l Bank of Miami,Petitioner,United States,Respondent,Republic Nat'l Bank of Miami,majority opinion,9.0,0.0,,,,,,majority,,,,,majority,,majority,majority,majority,majority,40971.0,stanley_a_beiley,on behalf of the Petitioner,39797.0,robert_a_long_jr,on behalf of the Respondent,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2015.15-415,Encino Motorcars v. Navarro,15-415,1461128400.0,1466398800.0,"Encino Motorcars, LLC",Petitioner,"Hector Navarro, et al.",Respondent,Encino Motorcars,majority opinion,6.0,2.0,,,,,,,,,,,,,,,,,37772.0,paul_d_clement,for the petitioner,41097.0,stephanos_bibas,for the respondents,majority,,minority,majority,majority,17293.0,anthony_a_yang,"Assistant to the Solicitor General, for the United States as amicus curiae, for the respondents",1452837600.0,majority,minority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1999.98-1037,Smith v. Robbins,98-1037,939099600.0,948261600.0,Smith,Petitioner,Robbins,Respondent,Smith,majority opinion,5.0,4.0,,,,,,,,,,,,,majority,minority,majority,majority,40087.0,ronald_j_nessim,Argued the cause for the respondent,19283.0,carol_f_jorstad,"Los Angeles, California, argued the cause for the petitioner",majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1981.85_orig,Texas v. Oklahoma,85 ORIG,,392878800.0,Texas,Petitioner,Oklahoma,Respondent,Both,per curiam,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1978.77-69,Mackey v. Montrym,77-69,281167200.0,299134800.0,Mackey,Appellant,Montrym,Appellee,Mackey,majority opinion,5.0,4.0,,,,minority,minority,majority,,,,minority,majority,majority,majority,minority,,,36747.0,mitchell_j_sikora_jr,for appellant,39429.0,robert_w_hagopian,for appellee,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1994.93-1841,"Adarand Constructors, Inc. v. Peña",93-1841,790322400.0,802933200.0,"Adarand Constructors, Inc.",Petitioner,Peña,Respondent,"Adarand Constructors, Inc.",majority opinion,5.0,4.0,,,,,,,,,,,,,majority,minority,majority,majority,45882.0,william_perry_pendley,Argued the cause for the petitioner,20740.0,drew_s_days_iii,Argued the cause for the respondents,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1971.71-237,Mancusi v. Stubbs,71-237,72338400.0,78382800.0,Mancusi,Petitioner,Stubbs,Respondent,Mancusi,majority opinion,7.0,2.0,,,minority,majority,majority,majority,,,,minority,majority,majority,majority,,,,36297.0,maria_l_marcus,for petitioner,17519.0,bruce_k_carpenter,for respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1986.85-608,Illinois v. Krull,85-608,531554400.0,542268000.0,Illinois,Petitioner,"Albert Krull, George Lucas, Salvatore Mucerino",Respondent,Illinois,majority opinion,5.0,4.0,,,,,minority,majority,,,,minority,majority,majority,majority,minority,minority,majority,36313.0,miriam_f_miquelon,on behalf of the respondent,38091.0,paul_j_larkin_jr,on behalf of the United States as amicus curiae supporting petitioner,,,,,,35385.0,michael_j_angarola,on behalf of the petitioner,512028000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.87-1020,Davis v. Michigan Department of the Treasury,87-1020,600328800.0,607068000.0,Paul Davis,Appellant,Michigan Department of the Treasury,Appellee,Paul Davis,majority opinion,8.0,1.0,,,,,majority,majority,,,,majority,majority,,majority,minority,majority,majority,37821.0,paul_s_davis,"argued the cause for the appellant, appearing pro se",36128.0,michael_k_kellogg,argued the cause for the United States as amicus curiae urging reversal,majority,,,,,42549.0,thomas_l_casey,argued the cause for the appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1988.87-6997,Carella v. California,87-6997,609570000.0,613890000.0,Carella,Appellant,California,Appellee,Carella,per curiam,9.0,0.0,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,18618.0,christopher_d_cerf,on behalf of the Appellant,16013.0,arnold_t_guminski,on behalf of the Appellee,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1966.1760000000002,United States v. Laub,176,-98647200.0,-93895200.0,United States,Appellant,Laub,Appellee,,majority opinion,9.0,0.0,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984.83-997,"Trans World Airlines, Inc. v. Thurston",83-997,466146000.0,474012000.0,"Trans World Airlines, Inc.",Petitioner,Thurston,Respondent,"Trans World Airlines, Inc.",majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,39257.0,raymond_c_fay,"on behalf of Thurston, et al",27768.0,henry_j_oechler_jr,on behalf of TWA,,,,,,35240.0,lawrence_g_wallace,on behalf of the EEOC,,,,majority,,,,,,,,35380.0,michael_e_abram,on behalf of ALPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2004.03-9560,"Howell, aka Cox v. Mississippi",03-9560,1101708000.0,1106546400.0,"Marlon Howell, aka Marlon Cox",Petitioner,Mississippi,Respondent,,per curiam,9.0,0.0,,,,,,,,,,,,,majority,majority,majority,majority,40054.0,ronnie_m_mitchell,argued the cause for Petitioner,30721.0,james_m_hood_iii,argued the cause for Respondent,majority,majority,majority,majority,majority,30946.0,jim_hood,for respondent,1088398800.0,,,,,,,,,,,34004.0,kent_s_scheidegger,for the Criminal Justice Legal Foundation as amicus curiae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2008.07-582,"FCC v. Fox Television Stations, Inc.",07-582,1225778400.0,1240894800.0,"No. 07-582	 Title: 	 Federal Communications Commission, et al.",Petitioner,"Fox Television Stations, Inc., et al.",Respondent,"No. 07-582	 Title: 	 Federal Communications Commission, et al.",majority opinion,5.0,4.0,,,,,,,,,,,,,,minority,,majority,25346.0,gregory_g_garre,"Solicitor General, argued the cause for the petitioners",19760.0,carter_g_phillips,argued the cause for the respondents,majority,minority,majority,minority,minority,,,,1205730000.0,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1983.83-264,Burnett v. Grattan,83-264,449128800.0,457160400.0,Burnett,Petitioner,Grattan,Respondent,,majority opinion,9.0,0.0,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,38332.0,paul_f_strain,on behalf of the Petitioners,41648.0,sheldon_h_laskin,on behalf of the Respondents,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1985.84-1972,Federal Deposit Insurance Corporation v. Philadelphia Gear Corporation,84-1972,510300000.0,517554000.0,Federal Deposit Insurance Corporation,Petitioner,Philadelphia Gear Corporation,Respondent,Federal Deposit Insurance Corporation,majority opinion,6.0,3.0,,,,,majority,majority,,,,minority,minority,majority,minority,majority,majority,,19917.0,charles_a_rothfeld,Argued the cause for the petitioner,26093.0,gerald_f_slattery,Argued the cause for the respondent,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2010.10-6,"Global-Tech Appliances, Inc. v. SEB S.A.",10-6,1298440800.0,1306818000.0,"Global-Tech Appliances, Inc.",Petitioner,SEB S.A.,Respondent,,majority opinion,8.0,1.0,,,,,,,,,,,,,,,,majority,44523.0,william_dunnegan,for the petitioners,38986.0,r_ted_cruz,for the respondent,minority,,majority,majority,majority,,,,1286859600.0,majority,majority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,2012.11-1545,"City of Arlington, TX v. FCC",11-1545,1358316000.0,1369026000.0,"City of Arlington, TX; City of San Antonio, TX",Petitioner,Federal Communications Commission,Respondent,FCC,majority opinion,6.0,3.0,,,,,,,,,,,,,,,,majority,42731.0,thomas_c_goldstein,for the petitioners,21656.0,donald_b_verrilli_jr,"Solicitor General, Department of Justice, for the respondents",minority,,majority,majority,majority,,,,1349413200.0,minority,minority,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,,,,,,,,,,,,,,,,,,,,,
