,file_name,case_name,docket_number,Argued,Decided,Granted,first_party,first_party_label,second_party,second_party_label,winning_party,decision_type,majority_vote,minority_vote,advocate_0,advocate_description_0,advocate_1,advocate_description_1,advocate_2,advocate_description_2,advocate_3,advocate_description_3,advocate_4,advocate_description_4,advocate_5,advocate_description_5,advocate_6,advocate_description_6,advocate_7,advocate_description_7,advocate_8,advocate_description_8,advocate_9,advocate_description_9,advocate_10,advocate_description_10,advocate_11,advocate_description_11,advocate_12,advocate_description_12,advocate_13,advocate_description_13,advocate_14,advocate_description_14,advocate_15,advocate_description_15,john_m_harlan2,hugo_l_black,william_o_douglas,potter_stewart,william_j_brennan_jr,byron_r_white,earl_warren,tom_c_clark,abe_fortas,thurgood_marshall,harry_a_blackmun,lewis_f_powell_jr,william_h_rehnquist,john_paul_stevens,sandra_day_oconnor,antonin_scalia,anthony_m_kennedy,david_h_souter,clarence_thomas,ruth_bader_ginsburg,stephen_g_breyer,felix_frankfurter,harold_burton,stanley_reed,sherman_minton,arthur_j_goldberg,sonia_sotomayor,john_g_roberts_jr,samuel_a_alito_jr,warren_e_burger,elena_kagan,neil_gorsuch,brett_m_kavanaugh,charles_e_whittaker
0,2018.17-8995,Mont v. United States,17-8995,2019-02,2019-06,2018-11,Jason J. Mont,Petitioner,United States of America,Respondent,United States,majority opinion,5.0,4.0,vanessa_f_malone,for the petitioner,jenny_ellickson,"Assistant to the Solicitor General, Department of Justice, for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,,,,,,minority,majority,majority,,minority,minority,majority,
0,1962.5410000000002,"Local 100, United Association of Journeymen & Apprentices v. Borden",541,1963-04,1963-06,,"Local 100, United Association of Journeymen & Apprentices",Petitioner,Borden,Respondent,"Local 100, United Association of Journeymen & Apprentices",majority opinion,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,,,none,,,,,,,,
0,2007.06-1181,Dada v. Mukasey,06-1181,2008-01,2008-06,2007-09,Samson Taiwo Dada,Petitioner,"Michael B. Mukasey, Attorney General",Respondent,Samson Taiwo Dada,majority opinion,5.0,4.0,edwin_s_kneedler,on behalf of the Respondent,christopher_j_meade,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,minority,majority,majority,,,,,,,minority,minority,,,,,
0,1981.80-1082,Smith v. Phillips,80-1082,1981-11,1982-01,,Smith,Petitioner,Phillips,Respondent,Smith,majority opinion,6.0,3.0,robert_m_pitler,for petitioner,william_m_kunstler,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1967.41,Duncan v. Louisiana,410,1968-01,1968-05,,Duncan,Appellant,Louisiana,Appellee,Duncan,majority opinion,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,
0,1982.82-342,"Philko Aviation, Inc. v. Shacket",82-342,1983-04,1983-06,,"Philko Aviation, Inc.",Petitioner,Shacket,Respondent,"Philko Aviation, Inc.",majority opinion,9.0,0.0,leslie_r_bishop,on behalf of the Petitioner,james_c_murray_jr,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1993.92-1123,Izumi Seimitsu Kogyo Kabushiki Kaisha v. U. S. Philips Corp.,92-1123,1993-10,1993-11,,Izumi Seimitsu Kogyo Kabushiki Kaisha,Petitioner,U. S. Philips Corp. et al.,Respondent,,per curiam,7.0,2.0,garrard_r_beeney,on behalf of the Respondents,herbert_h_mintz,on behalf of the Petitioner,thomas_g_hungar,"on behalf of the United States, as amicus curiae, supporting Respondents",jay_m_smyser,"for the Product Liability Advisory Council, Inc., as amicus curiae urging affirmance",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,majority,minority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,
0,1989.88-6075,James v. Illinois,88-6075,1989-10,1990-01,,James,Petitioner,Illinois,Respondent,James,majority opinion,5.0,4.0,martin_s_carlson,Argued the cause for the petitioner,terence_m_madsen,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,minority,majority,minority,minority,minority,,,,,,,,,,,,,,,,,
0,1990.89-658,Cheek v. United States,89-658,1990-10,1991-01,,Cheek,Petitioner,United States,Respondent,Cheek,majority opinion,6.0,2.0,william_r_coulson,on behalf of the Petitioner,edwin_s_kneedler,on behalf of the Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,minority,minority,,majority,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,
0,1969.2820000000002,United States v. Davis,282,1970-01,1970-03,,United States,Petitioner,Davis,Respondent,United States,majority opinion,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,minority,majority,,,,majority,,,,,,,,,,,,,,,,,,,,minority,,,,
0,2016.16-74,Advocate Health Care Network v. Stapleton,16-74,2017-03,,2016-12,"Advocate Health Care Network, et al.",Petitioner,"Maria Stapleton, et al.",Respondent,,,,,lisa_s_blatt,for petitioners,malcolm_stewart,"for United States, as amicus curiae",james_a_feldman,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2004.04-603,Grable & Sons Metal Products v. Darue Engineering & Manufacturing,04-603,2005-04,2005-06,2005-01,"Grable & Sons Metal Products, Inc.",Petitioner,Darue Engineering & Manufacturing,Respondent,,majority opinion,9.0,0.0,eric_h_zagrans,argued the cause for Petitioner,irving_l_gornstein,argued the cause for Respondent,michael_c_walton,argued the cause for Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,1977.76-864,City of Lafayette v. Louisiana Power & Light Company,76-864,1977-10,1978-03,,City of Lafayette,Petitioner,Louisiana Power & Light Company,Respondent,,majority opinion,5.0,4.0,jerome_a_hochberg,for petitioners,andrew_p_carter,for respondent,william_t_crisp,for the National Rural Elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,minority,,,,majority,minority,majority,minority,majority,,,,,,,,,,,,,,,,majority,,,,
0,2017.17-43,Dahda v. United States,17-43,2018-02,2018-05,2017-10,"Los Rovell Dahda, et al.",Petitioner,United States of America,Respondent,United States,majority opinion,8.0,0.0,kannon_k_shanmugam,for the petitioners,zachary_d_tripp,"Assistant to the Solicitor General, Department of Justice, for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,none,,
0,2013.13-299,Clark v. Rameker,13-299,2014-03,2014-06,2013-11,Brandon C. Clark and Heidi Heffron-Clark,Petitioner,"William J. Rameker, Trustee, et al.",Respondent,Rameker,majority opinion,9.0,0.0,kannon_k_shanmugam,for the petitioners,danielle_spinelli,for the respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,2007.06-1195,Boumediene v. Bush,06-1195,2007-12,2008-06,2007-06,Lakhdar Boumediene et al.,Petitioner,"George W. Bush, President of the United States, et al.",Respondent,"Lakhdar Boumediene, et al.",majority opinion,5.0,4.0,paul_d_clement,on behalf of the Respondents,seth_p_waxman,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,minority,majority,majority,minority,majority,majority,,,,,,,minority,minority,,,,,
0,1984.83-990,School District of the City of Grand Rapids v. Ball,83-990,1984-12,1985-07,1984-02,"School District of the City of Grand Rapids, et al.",Petitioner,"Phyllis Ball, et al.",Respondent,,majority opinion,5.0,4.0,michael_w_mcconnell,on behalf of the United States as amicus curiae supporting Petitioners,kenneth_f_ripple,on behalf of Petitioners,a_e_dick_howard,on behalf of Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,,,,majority,majority,majority,minority,majority,minority,,,,,,,,,,,,,,,minority,,,,
0,1974.9_orig,United States v. Louisiana (Louisiana Boundary Case),9 ORIG,1975-02,1975-03,,United States,Petitioner,Louisiana ,Respondent,,,7.0,0.0,oliver_p_stockwell,,frederick_w_ellis,,louis_f_claiborne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,majority,majority,majority,,,,none,majority,majority,majority,,,,,,,,,,,,,,,,,majority,,,,
0,1966.1589999999999,McCray v. Illinois,159,1967-01,1967-03,,McCray,Petitioner,Illinois,Respondent,,majority opinion,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,minority,majority,minority,majority,minority,majority,minority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1996.95-259,"Walters v. Metropolitan Educational Enterprises, Inc.",95-259,1996-11,1997-01,,Walters,Petitioner,"Metropolitan Educational Enterprises, Inc.",Respondent,Walters,majority opinion,9.0,0.0,patrick_j_falahee_jr,Argued the cause for the respondents,constantine_john_gekas,Argued the cause for petitioner Walters,seth_p_waxman,"Department of Justice, argued the cause of the petitioner EEOC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,
0,2013.12-1184,Octane Fitness v. ICON Health & Fitness,12-1184,2014-02,2014-04,2013-10,"Octane Fitness, LLC",Petitioner,"ICON Health & Fitness, Inc.",Respondent,Octane Fitness,majority opinion,9.0,0.0,rudolph_telscher,For the Petitioner,carter_g_phillips,For the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,majority,majority,majority,,,,,,majority,majority,majority,,majority,,,
0,1974.73-1942,Erznoznik v. City of Jacksonville,73-1942,1975-02,1975-06,,Richard Erznoznik,Appellant,City of Jacksonville,Appellee,Richard Erznoznik,majority opinion,6.0,3.0,michael_a_maness,argued the cause for the appellant,william_lee_allen,argued the cause for the appellee,william_h_maness,for appellant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,minority,,,,majority,majority,majority,minority,,,,,,,,,,,,,,,,,minority,,,,
0,1982.81-1581,Olim v. Wakinekona,81-1581,1983-01,1983-04,,Olim,Petitioner,Wakinekona,Respondent,Olim,majority opinion,6.0,3.0,robert_gilbert_johnston,for respondent,michael_a_lilly,for petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1965.1381,Whisman v. Georgia,1381,,1966-06,,Whisman,Petitioner,Georgia,Respondent,Neither party,dismissal - other,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,none,minority,none,none,none,none,none,none,,,,,,,,,,,,,,,,,,,,,,,,,
0,1993.93-609,Morgan Stanley & Co. v. Pacific Mut. Life Ins. Co.,93-609,1994-04,1994-05,,Morgan Stanley & Co.,Petitioner,Pacific Mut. Life Ins. Co.,Respondent,,equally divided,0.0,0.0,james_w_b_benkard,on behalf of the Petitioners,richard_g_taranto,on behalf of the Private Respondent,michael_r_dreeben,on behalf of the Federal Respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,none,none,none,none,none,none,none,,,,,,,,,,,,,,
0,2016.15-1251,"National Labor Relations Board v. SW General, Inc.",15-1251,2016-11,2017-03,2016-06,National Labor Relations Board,Petitioner,"SW General, Inc.",Respondent,"SW General, Inc.",majority opinion,6.0,2.0,ian_h_gershengorn,for petitioner,shay_dvoretzky,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,minority,majority,,,,,,minority,majority,majority,,majority,,,
0,1978.77-1609,Torres v. Puerto Rico,77-1609,1979-01,1979-06,,Torres,Appellant,Puerto Rico,Appellee,Torres,majority opinion,9.0,0.0,joseph_remcho,,roberto_armstrong_jr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,majority,,,,
0,1960.92,Bell v. United States,92,1961-01,1961-05,,Bell,Petitioner,United States,Respondent,Bell,majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,,majority,majority,,,,,,,,,,,,,,majority,,,,,,,,,,,,majority
0,2008.07-591,Melendez-Diaz v. Massachusetts,07-591,2008-11,2009-06,2008-03,Luis E. Melendez-Diaz,Petitioner,Massachusetts,Respondent,Luis E. Melendez-Diaz,majority opinion,5.0,4.0,jeffrey_l_fisher,argued the cause for the petitioner,martha_coakley,"Attorney General of Massachusetts, argued the cause for the respondent",lisa_h_schertler,"Assistant to the Solicitor General, Department of Justice, argued the cause for the United States, as amicus curiae, supporting the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,majority,minority,majority,majority,majority,minority,,,,,,,minority,minority,,,,,
0,2002.01-1491,Demore v. Kim,01-1491,2003-01,2003-04,,Demore,Petitioner,Kim,Respondent,Demore,majority opinion,5.0,4.0,judy_rabinovitz,Argued the cause for the respondent,theodore_b_olson,"Department of Justice, argued the cause for the petitioners",daniel_j_popeo,for the Washington Legal Foundation et al. as amici curiae urging reversal,richard_a_samp,for the Washington Legal Foundation et al. as amici curiae urging reversal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,
0,2006.05-1382,"Gonzales v. Planned Parenthood Federation of America, Inc.",05-1382,2006-11,2007-04,2006-06,"Alberto R. Gonzales, Attorney General",Petitioner,"Planned Parenthood Federation of America, Inc., et al.",Respondent,"Alberto R. Gonzales, Attorney General",majority opinion,5.0,4.0,paul_d_clement,argued the cause for Petitioner,eve_c_gartner,argued the cause for Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,majority,majority,minority,majority,minority,minority,,,,,,,majority,majority,,,,,
0,1992.91-990,Farrar v. Hobby,91-990,1992-10,1992-12,,"Farrar et al., Coadministrators Of Estate Of Farrar, Deceased",Petitioner,Hobby,Respondent,,majority opinion,5.0,4.0,finis_e_cowan,on behalf of the Respondent,gerald_m_birnberg,on behalf of the Petitioners,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,,,,minority,,majority,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,
0,1991.90-6616,Stringer v. Black,90-6616,1991-12,1992-03,,Stringer,Petitioner,"Black, Commissioner, Mississippi Department Of Corrections, et al.",Respondent,Stringer,majority opinion,6.0,3.0,kenneth_j_rose,on behalf of the Petitioner,marvin_l_white_jr,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,,majority,,majority,majority,majority,minority,majority,minority,minority,,,,,,,,,,,,,,,
0,1989.89-258,California v. American Stores Company,89-258,1990-01,1990-04,,California,Petitioner,American Stores Company,Respondent,California,majority opinion,9.0,0.0,h_chester_horn_jr,on behalf of the Petitioner,rex_e_lee,on behalf of the Respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1962.68,Wright v. Georgia,68,1962-11,1963-05,,Nathaniel  Wright et al.,Petitioner,Georgia,Respondent,,,,,james_m_nabritt_iii,for the petitioners,sylvan_a_garfunkel,"Assistant Solicitor General of Georgia, for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2001.00-9280,Kelly v. South Carolina,00-9280,2001-11,2002-01,,Kelly,Petitioner,South Carolina,Respondent,Kelly,majority opinion,5.0,4.0,david_i_bruck,Argued the cause for the petitioner,s_creighton_waters,"South Carolina, argued the cause for the respondent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,minority,minority,majority,minority,majority,majority,,,,,,,,,,,,,
0,1988.87-1190,United States v. Broce,87-1190,1988-10,1989-01,,United States,Petitioner,Broce,Respondent,United States,majority opinion,6.0,3.0,roy_t_englert,on behalf of the Petitioner,glenn_e_casebeer_iii,on behalf of the Respondent,roy_t_englert_jr,on behalf of the petitioner,glenn_e_casebeer_ii,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,minority,,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,
0,1981.80-1121,United States v. Clark,80-1121,1981-11,1982-01,,United States,Petitioner,Clark,Respondent,United States,majority opinion,9.0,0.0,john_i_heise_jr,on behalf of the Respondent,alan_i_horowitz,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,majority,,,,
0,1982.81-1350,United States v. Villamonte-Marquez,81-1350,1983-02,1983-06,,United States,Petitioner,Villamonte-Marquez,Respondent,United States,majority opinion,6.0,3.0,richard_i_ieyoub,on behalf of the Respondent,samuel_a_alito_jr,on behalf of the petitioner,richard_p_ieyoub,for respondents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,,,,minority,majority,majority,majority,minority,majority,,,,,,,,,,,,,,,majority,,,,
0,1990.113_orig,Mississippi v. United States,113 ORIG,,1990-11,,Mississippi,Petitioner,United States,Respondent,Both,per curiam,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,,,,majority,majority,,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,
0,1965.49,Mishkin v. New York,49,1965-12,1966-03,1965-04,Edward Mishkin,Appellant,New York,Appellee,,majority opinion,6.0,3.0,emanuel_redfield,for the petitioner,h_richard_uviller,for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,,,,,,,,
0,1965.4,Leh v. General Petroleum Corporation,4,1965-10,1965-11,,Leh,Petitioner,General Petroleum Corporation,Respondent,Leh,majority opinion,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,majority,majority,majority,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,,,,,,,,,,
0,1962.4,"Gilbertville Trucking Company, Inc. v. United States",40,1962-10,1962-12,,"Gilbertville Trucking Company, Inc.",Appellant,United States,Appellee,"Gilbertville Trucking Company, Inc.",majority opinion,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,,,,majority,,,,,,,,
0,1975.74-532,McKinney v. Alabama,74-532,1975-12,1976-03,,McKinney,Petitioner,Alabama,Respondent,McKinney,majority opinion,8.0,0.0,robert_eugene_smith,for petitioner,joseph_g_l_marston_iii,for respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,majority,,,,majority,majority,majority,majority,none,,,,,,,,,,,,,,,,majority,,,,
0,1991.90-970,"Lechmere, Inc. v. National Labor Relations Board",90-970,1991-11,1992-01,,"Lechmere, Inc.",Petitioner,National Labor Relations Board,Respondent,"Lechmere, Inc.",majority opinion,6.0,3.0,robert_p_joy,Argued the cause for the petitioner,michael_r_dreeben,Argued the cause for the respondent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,,,,,minority,,majority,minority,majority,majority,majority,majority,majority,,,,,,,,,,,,,,,
0,1989.88-1685,"National Labor Relations Board v. Curtin Matheson Scientific, Inc.",88-1685,1989-12,1990-04,,National Labor Relations Board,Petitioner,"Curtin Matheson Scientific, Inc.",Respondent,National Labor Relations Board,majority opinion,5.0,4.0,james_v_carroll_iii,on behalf of the Respondent,david_l_shapiro,on behalf of the Petitioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,majority,,,,majority,minority,,majority,majority,minority,minority,minority,,,,,,,,,,,,,,,,,
0,2015.13-1496,Dollar General Corporation v. Mississippi Band of Choctaw Indians,13-1496,2015-12,2016-06,2015-06,"Dollar General Corporation, et al.",Petitioner,"Mississippi Band of Choctaw Indians, et al.",Respondent,Mississippi Band of Choctaw Indians,equally divided,0.0,0.0,thomas_c_goldstein,for the petitioners,neal_kumar_katyal,for the respondents,edwin_s_kneedler,"Deputy Solicitor General, for the United States as amicus curiae, for the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,none,none,none,,,,,,none,none,none,,none,,,
0,1976.76-439,Territory of Guam v. Olsen,76-439,1977-03,1977-05,,Territory of Guam,Petitioner,Olsen,Respondent,,majority opinion,5.0,4.0,charles_h_troutman,for the petitioner,howard_trapp,for the respondent,walter_s_ferenz,"for the Guam Bar Association, as amicus curiae, by special leave of Court",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,minority,majority,majority,,,,minority,majority,majority,minority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1980.79-5932,Doe v. Delaware,79-5932,1981-01,1981-03,,Doe,Appellant,Delaware,Appellee,,per curiam,6.0,3.0,gary_a_myers,on behalf of the Appellants,regina_m_small,on behalf of the Appellee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,minority,,,,majority,majority,majority,majority,minority,,,,,,,,,,,,,,,,majority,,,,
0,1999.98-1811,"Geier v. American Honda Motor Company, Inc.",98-1811,1999-12,2000-05,,Geier,Petitioner,"American Honda Motor Company, Inc.",Respondent,,majority opinion,5.0,4.0,arthur_h_bryant,Argued the cause for the petitioners,malcolm_e_wheeler,Argued the cause for the respondents,lawrence_g_wallace,"Argued the cause for the United States, as amicus curiae, by special leave of court, supporting the respondents",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,majority,minority,majority,majority,majority,minority,minority,minority,majority,,,,,,,,,,,,,
